source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,sources,references,curation_effort,n_references,n_resources
P39951,Q4KLN6,Cdk1,Rrm2,1,1,1,1,1,0,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,HPRD-phos:17924679;HPRD-phos:18669648;HPRD-phos:18767875;HPRD-phos:19413330;HPRD-phos:19415658;HPRD-phos:19664995;HPRD-phos:20058876;HPRD-phos:9990288;HPRD:9990288;KEA:16964243;KEA:9990288;PhosphoSite:17693683;ProtMapper:22632967;ProtMapper:9990288;SIGNOR:22632967;SIGNOR:9990288;SPIKE:9990288;SPIKE_LC:9990288;iPTMnet:17924679;iPTMnet:18669648;iPTMnet:18767875;iPTMnet:19413330;iPTMnet:19415658;iPTMnet:19664995;iPTMnet:20058876;iPTMnet:22632967;iPTMnet:9990288;phosphoELM:9990288,28,11,11
D4ACL8,E9PTS4,Atm,Mcm5,1,0,0,0,0,0,SPIKE;SPIKE_LC,SPIKE:17525332;SPIKE:20068231;SPIKE_LC:17525332;SPIKE_LC:20068231,4,2,1
D4ACL8,Q62724,Atm,Mcm6,1,0,0,0,0,0,SPIKE;SPIKE_LC,SPIKE:17525332;SPIKE:20068231;SPIKE_LC:17525332;SPIKE_LC:20068231,4,2,1
P55213,E9PST5,Casp3,Acin1,1,1,0,1,1,0,Cui2007;HPRD;ProtMapper;REACH_ProtMapper;SIGNOR;SPIKE;SPIKE_LC;Wang,HPRD:10490026;ProtMapper:21904669;SIGNOR:10490026;SPIKE:10490026;SPIKE_LC:10490026,5,2,6
P10361,P29596,Tp53,Atf3,1,1,0,1,1,0,HPRD;Lit-BM-17;SPIKE;SPIKE_LC;Wang,HPRD:11792711;Lit-BM-17:11792711;Lit-BM-17:15933712;Lit-BM-17:16169070;SPIKE:18431400;SPIKE_LC:16169070;SPIKE_LC:16713569;SPIKE_LC:18431400,8,5,4
P29596,P10361,Atf3,Tp53,1,0,1,0,0,0,HPRD;Lit-BM-17;SPIKE;SPIKE_LC,HPRD:11792711;Lit-BM-17:11792711;Lit-BM-17:15933712;Lit-BM-17:16169070;SPIKE:15933712;SPIKE_LC:15933712;SPIKE_LC:16169070;SPIKE_LC:16713569,8,4,3
D3ZJF7,D4ACL8,Terf2,Atm,1,0,1,0,0,0,DIP;SIGNOR;Wang,DIP:15314656;SIGNOR:18680434,2,2,3
D4ACL8,D3ZJF7,Atm,Terf2,1,1,0,1,1,0,DIP;SPIKE;SPIKE_LC;Wang,DIP:15314656;SPIKE:16223874;SPIKE_LC:16223874;SPIKE_LC:17525332,4,3,3
Q63379,Q62724,Mycn,Mcm6,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:17826980;SPIKE_LC:17826980,2,1,1
Q63379,E9PTS4,Mycn,Mcm5,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:17826980;SPIKE_LC:17826980,2,1,1
Q63379,D3ZP96,Mycn,Mcm2,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:17826980;SPIKE_LC:17826980,2,1,1
Q63379,D3ZFP4,Mycn,Mcm3,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:17826980;SPIKE_LC:17826980,2,1,1
O09139,Q3B7C7,E2f1,Cdca4,1,1,0,1,1,0,ACSN;SPIKE;SPIKE_LC,ACSN:16984923;SPIKE:16984923;SPIKE_LC:16984923,3,1,2
Q3B7C7,O09139,Cdca4,E2f1,1,0,1,0,0,0,SPIKE;SPIKE_LC;Wang,SPIKE:16984923;SPIKE_LC:16984923,2,1,2
M0R698,O09139,Cdca4,E2f1,1,0,1,0,0,0,SPIKE;SPIKE_LC;Wang,SPIKE:16984923;SPIKE_LC:16984923,2,1,2
O09139,M0R698,E2f1,Cdca4,1,1,0,1,1,0,ACSN;SPIKE;SPIKE_LC,ACSN:16984923;SPIKE:16984923;SPIKE_LC:16984923,3,1,2
Q9ET58,O08565,Klf2,Cxcr4,1,0,1,1,0,1,SPIKE;SPIKE_LC,SPIKE:19671192;SPIKE_LC:19671192,2,1,1
P08025,P24062,Igf1,Igf1r,1,1,0,1,1,0,Baccin2019;CA1;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Cui2007;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;KEGG-MEDICUS;Kirouac2010;LRdb;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;SPIKE_LC;STRING_talklr;SignaLink3;Sparser_ProtMapper;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:1852007;Baccin2019:2877871;CA1:8408032;CellChatDB:14604834;CellTalkDB:2877871;Cellinker:14604834;Cellinker:1852007;Cellinker:2877871;DIP:11287679;DIP:21645859;HPMR:2877871;HPRD:1852007;ICELLNET:1852007;ICELLNET:2877871;IntAct:21645859;IntAct:8452530;LRdb:185;LRdb:2877871;ProtMapper:19258508;ProtMapper:23675206;SIGNOR:19029956;SIGNOR:21798082;SPIKE:1852007;SPIKE_LC:1852007;SignaLink3:12067807;SignaLink3:1852007;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:1852007;connectomeDB2020:2877871,30,15,28
Q10739,P33436,Mmp14,Mmp2,1,1,0,1,1,0,ACSN;HPRD;SPIKE;SPIKE_LC;Wang,ACSN:23691193;ACSN:24376839;HPRD:14583471;HPRD:8663332;SPIKE:11857380;SPIKE_LC:11857380,6,5,4
E9PT20,D4AA88,Abl1,Tp73,1,1,0,1,1,0,ACSN;BioGRID;CancerCellMap;Cui2007;DOMINO;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;NCI-PID_ProtMapper;NetPath;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;SignaLink3;Sparser_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,ACSN:15459660;ACSN:19788416;ACSN:21051857;ACSN:21199784;ACSN:21435002;BioGRID:10391250;CancerCellMap:10391251;CancerCellMap:12070014;DOMINO:11278685;HPRD-phos:10391251;HPRD:10391250;HPRD:10391251;KEA:10391251;NetPath:10391251;PhosphoSite:10391250;PhosphoSite:10391251;PhosphoSite:25893286;ProtMapper:10391249;ProtMapper:10391250;ProtMapper:10391251;ProtMapper:11223036;ProtMapper:17535448;ProtMapper:20057499;ProtMapper:20195489;ProtMapper:21188172;ProtMapper:23318434;ProtMapper:25341038;ProtMapper:25666857;ProtMapper:25893286;ProtMapper:26512706;ProtMapper:27294865;ProtMapper:28690977;SIGNOR:10391251;SPIKE:10391235;SPIKE:10391250;SPIKE:10391251;SPIKE:15686624;SPIKE:20841568;SPIKE_LC:10391235;SPIKE_LC:10391250;SPIKE_LC:10391251;SPIKE_LC:15686624;SPIKE_LC:20841568;SignaLink3:10391250;SignaLink3:10391251;SignaLink3:18988627;SignaLink3:23331499;dbPTM:10391251;iPTMnet:10391251;phosphoELM:10391251,52,27,20
Q63379,D3ZVK1,Mycn,Mcm8,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:17826980;SPIKE_LC:17826980,2,1,1
Q923I8,Q9EPW1,Cry2,Bmal1,1,0,1,1,0,1,SPIKE;SPIKE_LC;Wang,SPIKE:18662546;SPIKE_LC:18662546,2,1,2
Q9EPW1,Q923I8,Bmal1,Cry2,1,1,0,1,1,0,SPIKE;SPIKE_LC;Wang,SPIKE:19106159;SPIKE_LC:19106159,2,1,2
Q32Q86,Q9EPW1,Cry1,Bmal1,1,0,1,1,0,1,HPRD;Lit-BM-17;SPIKE;SPIKE_LC;Wang,HPRD:10531061;Lit-BM-17:10531061;Lit-BM-17:23555304;Lit-BM-17:25756610;SPIKE:10531061;SPIKE:18662546;SPIKE_LC:10531061;SPIKE_LC:18662546,8,4,4
Q9EPW1,Q32Q86,Bmal1,Cry1,1,1,0,1,1,0,HPRD;Lit-BM-17;SPIKE;SPIKE_LC;Wang,HPRD:10531061;Lit-BM-17:10531061;Lit-BM-17:23555304;Lit-BM-17:25756610;SPIKE:10531061;SPIKE:19106159;SPIKE_LC:10531061;SPIKE_LC:19106159,8,4,4
F1MAG2,Q9Z301,Npas2,Per2,1,1,0,1,1,0,SPIKE;SPIKE_LC;Wang,SPIKE:19106159;SPIKE_LC:19106159,2,1,2
F1MAG2,Q8CHI5,Npas2,Per1,1,1,0,1,1,0,SPIKE;SPIKE_LC;Wang,SPIKE:19106159;SPIKE_LC:19106159,2,1,2
D3ZJ96,D3ZHC3,Usp28,Clspn,1,1,1,1,1,1,HPRD;SPIKE;SPIKE_LC,HPRD:16901786;SPIKE:16901786;SPIKE:19680264;SPIKE_LC:16901786;SPIKE_LC:19680264,7,2,2
Q9JK66,P39949,Prkn,Ccne1,1,1,1,1,0,1,SPIKE;SPIKE_LC,SPIKE:12628165;SPIKE:15194120;SPIKE:20418918;SPIKE_LC:12628165;SPIKE_LC:15194120;SPIKE_LC:20418918,6,3,1
P04961,D4A8I8,Pcna,Poli,1,1,0,1,1,0,BioGRID;ELM;HPRD;Lit-BM-17;SPIKE;SPIKE_LC,BioGRID:11724965;BioGRID:18931444;ELM:19208623;HPRD:16763556;Lit-BM-17:15342632;Lit-BM-17:16763556;Lit-BM-17:18931444;Lit-BM-17:23248005;Lit-BM-17:26903512;SPIKE:16357261;SPIKE_LC:16357261;SPIKE_LC:16763556,12,8,5
P04961,D4ADZ0,Pcna,Polh,1,1,0,1,1,0,BioGRID;ELM;HPRD;Lit-BM-17;SPIKE;SPIKE_LC,BioGRID:15149598;BioGRID:21855803;BioGRID:24474685;BioGRID:26988343;BioGRID:30963698;ELM:19208623;HPRD:11585903;HPRD:16763556;Lit-BM-17:11585903;Lit-BM-17:15149598;Lit-BM-17:15342632;Lit-BM-17:16763556;Lit-BM-17:20129057;Lit-BM-17:20159558;Lit-BM-17:21791603;Lit-BM-17:21855803;Lit-BM-17:23042605;Lit-BM-17:23345618;Lit-BM-17:23388460;Lit-BM-17:23761444;Lit-BM-17:24474685;Lit-BM-17:25766642;Lit-BM-17:26988343;Lit-BM-17:27770570;SPIKE:16357261;SPIKE_LC:16189514;SPIKE_LC:16357261;SPIKE_LC:16763556,28,20,5
Q63379,P10361,Mycn,Tp53,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:20145147;SPIKE_LC:20145147,2,1,1
Q4VSI4,Q5XIN1,Usp7,Mdm4,1,1,0,1,1,0,ELM;HPRD;IntAct;Lit-BM-17;SIGNOR;SPIKE;SPIKE_LC,ELM:20713061;HPRD:15916963;IntAct:15916963;IntAct:35044719;Lit-BM-17:15916963;Lit-BM-17:18566590;Lit-BM-17:20713061;SIGNOR:16082221;SPIKE:15916963;SPIKE_LC:15916963,10,5,6
D3ZS28,D4A9V4,Rbl1,E2f4,1,1,0,0,0,0,CancerCellMap;Cui2007;DIP;HPRD;Lit-BM-17;NetPath;SPIKE;SPIKE_LC;Wang,CancerCellMap:12150994;CancerCellMap:7958925;CancerCellMap:8643455;CancerCellMap:9144196;DIP:9724731;HPRD:11573202;HPRD:12150994;HPRD:8643455;Lit-BM-17:12150994;Lit-BM-17:16360038;Lit-BM-17:17671431;Lit-BM-17:7958924;Lit-BM-17:7958925;Lit-BM-17:8657117;Lit-BM-17:9501179;Lit-BM-17:9724731;Lit-BM-17:9858615;NetPath:12150994;NetPath:7958925;NetPath:8643455;SPIKE:15838517;SPIKE_LC:15838517,22,13,8
O55081,D4A9V4,Rbl2,E2f4,1,1,0,1,1,0,CancerCellMap;HPRD;IntAct;Lit-BM-17;NetPath;SPIKE;SPIKE_LC;Wang,CancerCellMap:8657117;CancerCellMap:9144196;HPRD:11573202;HPRD:17159899;IntAct:17531812;IntAct:20133863;Lit-BM-17:12006580;Lit-BM-17:16600870;Lit-BM-17:17159899;Lit-BM-17:17531812;Lit-BM-17:17671431;Lit-BM-17:22002537;Lit-BM-17:23108140;Lit-BM-17:9121766;Lit-BM-17:9858615;NetPath:8657117;NetPath:9858615;SPIKE:15838517;SPIKE_LC:15838517,19,14,7
Q5U2M8,F1M842,Mdc1,Tp53bp1,1,1,1,1,1,0,ACSN;BioGRID;HPRD;SPIKE;SPIKE_LC;Wang,ACSN:18087291;BioGRID:17925396;HPRD:12607005;SPIKE:16009723;SPIKE_LC:16009723;SPIKE_LC:17145710,6,5,5
Q5U2M8,Q4KLN8,Mdc1,Rnf8,1,1,0,1,1,0,BioGRID;HPRD;IntAct;Lit-BM-17;SIGNOR;SPIKE;SPIKE_LC;Wang,BioGRID:18001825;HPRD:18001825;IntAct:18001824;IntAct:18001825;Lit-BM-17:18001824;Lit-BM-17:18001825;Lit-BM-17:18006705;Lit-BM-17:24240613;Lit-BM-17:25512560;SIGNOR:18678647;SPIKE:18001824;SPIKE:18006705;SPIKE:18082599;SPIKE_LC:18001824;SPIKE_LC:18006705;SPIKE_LC:18082599,18,7,7
Q9JK66,Q9WV25,Prkn,Puf60,1,0,1,1,0,1,SPIKE;SPIKE_LC,SPIKE:20418918;SPIKE_LC:20418918,2,1,1
Q9JK66,A0A0G2JTZ6,Prkn,Sncaip,1,1,1,1,0,1,KEGG-MEDICUS;Lit-BM-17;SPIKE;SPIKE_LC;Wang,Lit-BM-17:11590439;Lit-BM-17:15603737;Lit-BM-17:15894486;Lit-BM-17:15944382;Lit-BM-17:16049031;Lit-BM-17:16096643;Lit-BM-17:20089136;Lit-BM-17:21590270;SPIKE:20418918;SPIKE_LC:20418918,10,9,4
Q9JK66,D3ZWQ5,Prkn,Sncaip,1,1,1,1,0,1,KEGG-MEDICUS;Lit-BM-17;SPIKE;SPIKE_LC;Wang,Lit-BM-17:11590439;Lit-BM-17:15603737;Lit-BM-17:15894486;Lit-BM-17:15944382;Lit-BM-17:16049031;Lit-BM-17:16096643;Lit-BM-17:20089136;Lit-BM-17:21590270;SPIKE:20418918;SPIKE_LC:20418918,10,9,4
Q9JK66,Q9WU82,Prkn,Ctnnb1,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:20418918;SPIKE_LC:20418918,2,1,1
Q9JK66,P17325,Prkn,Jun,1,0,1,1,0,1,SPIKE;SPIKE_LC;Wang,SPIKE:20418918;SPIKE_LC:20418918,2,1,2
Q9JK66,P0DMW1,Prkn,Hspa1b,1,0,1,1,0,1,SPIKE;SPIKE_LC,SPIKE:20418918;SPIKE_LC:20418918,2,1,1
Q9JK66,P0DMW0,Prkn,Hspa1a,1,0,1,1,0,1,SPIKE;SPIKE_LC,SPIKE:20418918;SPIKE_LC:20418918,2,1,1
Q6IE75,P08592,Bace2,App,1,1,0,1,1,0,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoSite_KEA;PhosphoSite_MIMP;SIGNOR;SPIKE;SPIKE_LC;Wang;iPTMnet;phosphoELM_MIMP,HPRD-phos:10936190;HPRD-phos:15178331;HPRD-phos:8764598;HPRD:10605825;HPRD:10931940;HPRD:10936190;HPRD:15178331;HPRD:8764598;KEA:10936190;KEA:15178331;KEA:8764598;SIGNOR:10931940;SPIKE:20418918;SPIKE_LC:20418918;iPTMnet:10936190;iPTMnet:15178331;iPTMnet:8764598,17,6,8
Q9JK66,P37377,Prkn,Snca,1,1,1,1,0,1,BioGRID;HPRD;KEGG-MEDICUS;SIGNOR;SPIKE;SPIKE_LC;Wang,BioGRID:18195004;HPRD:11588587;SIGNOR:12666095;SPIKE:20418918;SPIKE_LC:20418918,5,4,6
P56819,P08592,Bace1,App,1,1,0,1,1,0,BioGRID;HPRD;IntAct;SIGNOR;SPIKE;SPIKE_LC;Wang,BioGRID:19251705;BioGRID:28869759;HPRD:10531052;IntAct:10677483;IntAct:12901838;IntAct:22801501;IntAct:30538620;IntAct:32814053;SIGNOR:10931940;SIGNOR:28923680;SPIKE:20418918;SPIKE_LC:20418918,12,11,6
F1M842,Q99P99,Tp53bp1,Hdac4,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:16945145;SPIKE_LC:16945145,2,1,1
Q9Z1K9,P08592,Adam17,App,1,1,0,1,1,0,SIGNOR;SPIKE;SPIKE_LC,SIGNOR:9774383;SPIKE:12535668;SPIKE_LC:12535668,3,2,2
Q10743,P08592,Adam10,App,1,1,0,1,1,0,IntAct;SPIKE;SPIKE_LC,IntAct:30538620;IntAct:32814053;SPIKE:12535668;SPIKE_LC:12535668,4,3,2
B5DFG1,Q5XHZ0,Pink1,Trap1,1,1,0,1,1,0,DIP;IntAct;SPIKE;SPIKE_LC;Wang,DIP:17579517;IntAct:17579517;SPIKE:17579517;SPIKE_LC:17579517,4,1,4
O88767,B0BNB9,Park7,Htra2,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:19282869;SPIKE_LC:19282869,2,1,1
B5DFG1,Q9JK66,Pink1,Prkn,1,1,0,1,1,0,BioGRID;DIP;InnateDB;IntAct;KEGG-MEDICUS;Lit-BM-17;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Sparser_ProtMapper;Wang;iPTMnet,BioGRID:19966284;BioGRID:20798600;BioGRID:23319602;BioGRID:24357652;BioGRID:27528605;BioGRID:32983119;DIP:19966284;InnateDB:20966070;IntAct:23933751;IntAct:24357652;Lit-BM-17:17052189;Lit-BM-17:19229105;Lit-BM-17:19358826;Lit-BM-17:19880420;Lit-BM-17:19966284;Lit-BM-17:20798600;Lit-BM-17:22724072;Lit-BM-17:23319602;Lit-BM-17:23670163;Lit-BM-17:23933751;Lit-BM-17:24357652;Lit-BM-17:25474007;Lit-BM-17:25591737;Lit-BM-17:26116755;Lit-BM-17:26162776;PhosphoSite:22724072;PhosphoSite:23256036;PhosphoSite:23754282;PhosphoSite:24647965;PhosphoSite:24671417;PhosphoSite:24962176;PhosphoSite:25216678;PhosphoSite:25375667;PhosphoSite:25474007;PhosphoSite:26471730;PhosphoSite:26631732;PhosphoSite:33730565;PhosphoSite:33827825;PhosphoSite:34166935;ProtMapper:20126261;ProtMapper:20398440;ProtMapper:22724072;ProtMapper:22944659;ProtMapper:23256036;ProtMapper:23754282;ProtMapper:24184327;ProtMapper:24647965;ProtMapper:24660806;ProtMapper:24751536;ProtMapper:24901221;ProtMapper:25088558;ProtMapper:25284222;ProtMapper:25365205;ProtMapper:25375667;ProtMapper:25505445;ProtMapper:25548534;ProtMapper:25595529;ProtMapper:25611391;ProtMapper:25611507;ProtMapper:25697646;ProtMapper:25712550;ProtMapper:25847540;ProtMapper:25849928;ProtMapper:26116755;ProtMapper:26254304;ProtMapper:26471730;ProtMapper:26707701;ProtMapper:27453777;ProtMapper:27554669;ProtMapper:27906179;ProtMapper:28323427;ProtMapper:28626500;ProtMapper:28920079;ProtMapper:29183391;ProtMapper:29337137;ProtMapper:29372317;ProtMapper:29422536;ProtMapper:29475881;ProtMapper:29660402;ProtMapper:29689231;ProtMapper:29809156;ProtMapper:29883688;ProtMapper:29899409;ProtMapper:29950828;ProtMapper:29991771;ProtMapper:30012094;ProtMapper:30063295;ProtMapper:30290272;ProtMapper:30404819;SIGNOR:22724072;SPIKE:20418918;SPIKE_LC:20418918;iPTMnet:22724072,93,74,13
Q9JK66,B5DFG1,Prkn,Pink1,1,1,0,0,0,0,BioGRID;DIP;InnateDB;IntAct;Lit-BM-17;SPIKE;SPIKE_LC,BioGRID:19966284;BioGRID:20798600;BioGRID:23319602;BioGRID:24357652;BioGRID:27528605;BioGRID:32983119;DIP:19966284;InnateDB:20966070;IntAct:23933751;IntAct:24357652;Lit-BM-17:17052189;Lit-BM-17:19229105;Lit-BM-17:19358826;Lit-BM-17:19880420;Lit-BM-17:19966284;Lit-BM-17:20798600;Lit-BM-17:22724072;Lit-BM-17:23319602;Lit-BM-17:23670163;Lit-BM-17:23933751;Lit-BM-17:24357652;Lit-BM-17:25474007;Lit-BM-17:25591737;Lit-BM-17:26116755;Lit-BM-17:26162776;SPIKE:20049715;SPIKE:20418918;SPIKE_LC:20049715;SPIKE_LC:20418918,29,20,6
P31044,P11345,Pebp1,Raf1,1,1,1,1,0,1,AlzPathway;BioGRID;CancerCellMap;HPRD;InnateDB;IntAct;Lit-BM-17;NetPath;ProtMapper;REACH_ProtMapper;SIGNOR;SPIKE;SPIKE_LC;SignaLink3,AlzPathway:17706925;BioGRID:15886202;CancerCellMap:10757792;HPRD:17097642;InnateDB:11585904;IntAct:17097642;IntAct:21831839;Lit-BM-17:10757792;Lit-BM-17:14654844;Lit-BM-17:17097642;Lit-BM-17:21831839;NetPath:10757792;ProtMapper:23416466;SIGNOR:10490027;SPIKE:10490027;SPIKE:10757792;SPIKE_LC:10490027;SPIKE_LC:10757792;SPIKE_LC:16189514;SPIKE_LC:17097642;SignaLink3:10490027;SignaLink3:10757792;SignaLink3:17097642;SignaLink3:23331499,24,11,12
D3ZJ96,D3Z902,Usp28,Fbxw7,1,0,1,1,0,1,SPIKE;SPIKE_LC;Wang,SPIKE:20399964;SPIKE_LC:20399964,2,1,2
Q62661,P09416,Hbp1,Myc,1,0,1,1,0,1,Lit-BM-17;SPIKE;SPIKE_LC,Lit-BM-17:20008325;SPIKE:20008325;SPIKE_LC:20008325,5,1,2
P09416,P97607,Myc,Jag2,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:20133585;SPIKE_LC:20133585,2,1,1
D3Z902,P09416,Fbxw7,Myc,1,1,1,1,0,1,BioGRID;HPRD;IntAct;SIGNOR;SPIKE;SPIKE_LC;Wang,BioGRID:15150404;BioGRID:15498494;BioGRID:20970423;BioGRID:31569395;BioGRID:32047362;BioGRID:33821962;HPRD:16023596;HPRD:17157259;IntAct:17157259;IntAct:28007894;SIGNOR:15103331;SIGNOR:20852628;SPIKE:16023596;SPIKE:17145710;SPIKE:20399964;SPIKE_LC:16023596;SPIKE_LC:17145710;SPIKE_LC:20399964,18,13,6
O55173,P35465,Pdpk1,Pak1,1,1,0,1,1,0,Adhesome;HPRD;HPRD_KEA;InnateDB;KEA;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Sparser_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM,Adhesome:10995762;Adhesome:11134074;HPRD:10995762;InnateDB:10995762;KEA:10995762;KEA:11134074;ProtMapper:10995762;ProtMapper:21209852;ProtMapper:21726627;ProtMapper:23885116;ProtMapper:25335797;ProtMapper:26009991;ProtMapper:26238471;SIGNOR:10995762;SPIKE:10995762;SPIKE_LC:10995762;dbPTM:10551809;dbPTM:10995762;iPTMnet:10995762;phosphoELM:10995762,20,9,12
P35465,O55173,Pak1,Pdpk1,1,1,0,0,0,0,Adhesome;HPRD;InnateDB,Adhesome:10995762;Adhesome:11134074;HPRD:10995762;InnateDB:10995762,4,2,3
P35465,Q66H76,Pak1,Pxn,1,1,0,1,1,0,Adhesome;CA1;Cui2007;HPRD;PhosphoPoint;PhosphoSite;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Sparser_ProtMapper;Wang;iPTMnet,Adhesome:10330411;Adhesome:11096073;Adhesome:14580336;CA1:11096073;HPRD:10330411;PhosphoSite:16717130;PhosphoSite:18986306;ProtMapper:16717130;ProtMapper:23317503;ProtMapper:25472536;ProtMapper:26598620;ProtMapper:27542844;ProtMapper:28214467;SIGNOR:16717130;SPIKE:16717130;SPIKE:17440071;SPIKE_LC:16717130;SPIKE_LC:17440071;iPTMnet:16717130,19,11,11
P55213,Q64303,Casp3,Pak2,1,1,0,1,1,0,Cui2007;ELM;HPRD;InnateDB;SPIKE;SPIKE_LC;Wang,ELM:9171063;HPRD:16204230;HPRD:9786869;InnateDB:9171063;SPIKE:11070003;SPIKE:9712143;SPIKE_LC:11070003;SPIKE_LC:9712143,8,5,6
P55213,Q68FP1,Casp3,Gsn,1,1,1,1,0,1,CA1;Cui2007;HPRD;SIGNOR;SPIKE;SPIKE_LC;Wang,CA1:9323209;HPRD:9323209;HPRD:9671712;SIGNOR:9323209;SIGNOR:9671712;SPIKE:9323209;SPIKE:9930654;SPIKE_LC:9323209;SPIKE_LC:9930654,9,3,6
G3V7Q4,O35346,Ptpn12,Ptk2,1,0,1,1,0,1,Adhesome;DEPOD;HPRD;HPRD-phos;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC,Adhesome:10400703;Adhesome:11314030;Adhesome:9497381;DEPOD:19595712;HPRD-phos:10400703;HPRD-phos:11314030;HPRD:10400703;HPRD:11314030;HPRD:9497381;ProtMapper:19595712;SIGNOR:11432829;SIGNOR:19595712;SPIKE:21876001;SPIKE_LC:21876001,14,6,7
D4ACL8,D3ZJ96,Atm,Usp28,1,1,0,1,1,0,HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SPIKE;SPIKE_LC;phosphoELM_MIMP,PhosphoSite:16901786;SPIKE:16901786;SPIKE_LC:16901786,3,1,4
Q63787,Q6RUV5,Pik3r1,Rac1,1,1,0,1,1,0,HPRD;SPIKE;SPIKE_LC;Wang,HPRD:12086876;HPRD:7629060;HPRD:8034624;SPIKE:12515821;SPIKE_LC:12515821;SPIKE_LC:7629060,6,4,3
Q63788,Q6RUV5,Pik3r2,Rac1,1,1,0,1,1,0,SPIKE;SPIKE_LC;Wang,SPIKE:12515821;SPIKE_LC:12515821,2,1,2
D3ZHK4,D3ZMG0,Rb1cc1,Ulk1,1,1,0,0,0,0,InnateDB;IntAct;Lit-BM-17;SPIKE;SPIKE_LC,InnateDB:19211835;InnateDB:19225151;InnateDB:20562859;IntAct:20562859;Lit-BM-17:20562859;Lit-BM-17:23392225;Lit-BM-17:25686248;SPIKE:18443221;SPIKE:18981720;SPIKE:19258318;SPIKE_LC:18443221;SPIKE_LC:18981720;SPIKE_LC:19258318,13,8,4
D3ZMG0,D3ZHK4,Ulk1,Rb1cc1,1,1,0,1,1,0,ARN;InnateDB;IntAct;Lit-BM-17;PhosphoSite;PhosphoSite_noref;SIGNOR;SPIKE;SPIKE_LC,ARN:19211835;ARN:19225151;ARN:20562859;InnateDB:19211835;InnateDB:19225151;InnateDB:20562859;IntAct:20562859;Lit-BM-17:20562859;Lit-BM-17:23392225;Lit-BM-17:25686248;PhosphoSite:26118643;SIGNOR:19597335;SPIKE:19225151;SPIKE_LC:19225151,14,7,7
D3ZKE1,Q6AYE2,Uvrag,Sh3glb1,1,1,0,0,0,0,DOMINO;InnateDB;IntAct;SPIKE;SPIKE_LC,DOMINO:17891140;InnateDB:17891140;IntAct:17891140;SPIKE:17891140;SPIKE_LC:17891140,5,1,4
